gene,Species,labs,chrMark,chr,dN,dS,dNdS,RPKM,Tau,GC3
ENSG00000073350,Oran,Oran-A,A,17,51.5349,76.3511,0.6749725937,17.8,0.9261310452,0.788177
ENSG00000132470,Oran,Oran-A,A,17,14.346,44.1574,0.3248832585,15.9,0.7550341827,0.819919
ENSG00000108479,Oran,Oran-A,A,17,2.05942,5.99031,0.3437918906,153,0.8715396341,0.782313
ENSG00000188878,Oran,Oran-A,A,17,16.7973,14.6505,1.146534248,111,0.4295118343,0.711986
ENSG00000182473,Oran,Oran-A,A,17,4.00741,13.579,0.2951181972,369,0.5282258065,0.773533
ENSG00000141576,Oran,Oran-A,A,17,6.48859,16.35,0.3968556575,33.5,0.945495551,0.585859
ENSG00000129667,Oran,Oran-A,A,17,3.73279,14.9504,0.2496782695,33.4,0.5713178295,0.827374
ENSG00000092931,Oran,Oran-A,A,17,6.11645,8.18575,0.7472070366,89.9,0.435,0.438202
ENSG00000167889,Oran,Oran-A,A,17,3.13179,15.4893,0.2021905444,4.89,0.9717491749,0.860131
ENSG00000078687,Oran,Oran-A,A,17,2.126,10.4018,0.2043877021,42.5,0.5367940199,0.557028
ENSG00000141524,Oran,Oran-A,A,17,15.3541,22.8674,0.671440566,176,0.606122449,0.869674
ENSG00000183077,Oran,Oran-A,A,17,5.2886,4.55232,1.161737312,166,0.8164527421,0.707483
ENSG00000173918,Oran,Oran-A,A,17,3.02441,7.3773,0.4099616391,258,0.742933062,0.817204
ENSG00000167280,Oran,Oran-A,A,17,12.7674,18.0184,0.7085756782,82.8,0.5666943522,0.750345
ENSG00000167291,Oran,Oran-A,A,17,6.0461,20.2223,0.2989818171,77.8,0.492641129,0.850065
ENSG00000141519,Oran,Oran-A,A,17,20.445,18.0521,1.1325552152,8.65,0.6253504673,0.803462
ENSG00000171298,Oran,Oran-A,A,17,12.5973,30.1953,0.4171940666,446,0.4914089347,0.842271
ENSG00000181045,Oran,Oran-A,A,17,5.92201,16.5173,0.3585337797,33.6,0.8030653951,0.821667
ENSG00000176108,Oran,Oran-A,A,17,2.15002,4.8854,0.440090883,85.7,0.6087707182,0.798883
ENSG00000167302,Oran,Oran-A,A,17,10.8472,22.7055,0.4777344696,97.9,0.3411870504,0.730435
ENSG00000185359,Oran,Oran-A,A,17,2.96551,25.8715,0.1146245869,302,0.4366089613,0.813312
ENSG00000169683,Oran,Oran-A,A,17,3.07909,11.6456,0.2643994298,90.9,0.5942073171,0.843318
ENSG00000169710,Oran,Oran-A,A,17,51.309,78.5507,0.6531959613,23.1,0.5865651564,0.859329
ENSG00000141526,Oran,Oran-A,A,17,8.34502,10.8723,0.7675487247,126,0.6410168196,0.883117
ENSG00000181396,Oran,Oran-A,A,17,10.1187,15.1548,0.6676894449,114,0.4512335526,0.776978
ENSG00000141560,Oran,Oran-A,A,17,6.80999,8.29756,0.8207219954,329,0.5103954581,0.722581
ENSG00000141579,Oran,Oran-A,A,17,8.62684,17.1124,0.5041280007,0.78,0.9057485948,0.61831
ENSG00000176845,Oran,Oran-A,A,17,2.07367,10.8521,0.1910846749,498,0.4058704453,0.803922
ENSG00000134278,Oran,Oran-A,A,18,7.01908,4.62042,1.5191432813,139,0.5196952596,0.519726
ENSG00000141404,Oran,Oran-A,A,18,18.0613,25.4101,0.7107921653,40.6,0.9072032742,0.585366
ENSG00000088756,Oran,Oran-A,A,18,3.84559,6.43585,0.5975263563,5.36,0.7750714286,0.40177
ENSG00000082397,Oran,Oran-A,A,18,59.6293,42.702,1.3964053206,129,0.6802693208,0.555863
ENSG00000132205,Oran,Oran-A,A,18,15.1347,16.0404,0.9435363208,44.5,0.9352179034,0.590968
ENSG00000101577,Oran,Oran-A,A,18,3.29185,11.1936,0.2940832261,71.5,0.8878235858,0.518973
ENSG00000101596,Oran,Oran-A,A,18,7.98973,6.7579,1.1822799982,53.2,0.3625283447,0.271249
ENSG00000080986,Oran,Oran-A,A,18,1.26575,14.6543,0.0863739653,2.95,0.6804259043,0.376947
ENSG00000101557,Oran,Oran-A,A,18,18.5881,23.4682,0.7920547805,157,0.2201634877,0.356061
ENSG00000067900,Oran,Oran-A,A,18,4.09662,6.91183,0.592696869,57.7,0.7955851064,0.331538
ENSG00000158201,Oran,Oran-A,A,18,2.6054,7.28514,0.3576321114,33.3,0.6483446109,0.476658
ENSG00000141448,Oran,Oran-A,A,18,3.38318,21.1677,0.159827473,88.3,0.8906609513,0.772174
ENSG00000141452,Oran,Oran-A,A,18,1.03607,14.2879,0.0725138054,157,0.6689038031,0.531915
ENSG00000141458,Oran,Oran-A,A,18,8.32899,24.2837,0.3429868595,57,0.5291340396,0.573612
ENSG00000168234,Oran,Oran-A,A,18,2.00212,3.33074,0.6011036586,35,0.8690937997,0.441683
ENSG00000141447,Oran,Oran-A,A,18,2.86584,8.2234,0.3484981881,355,0.6556128641,0.451155
ENSG00000198795,Oran,Oran-A,A,18,3.00527,15.2569,0.1969777609,46.6,0.932394027,0.558552
ENSG00000171885,Oran,Oran-A,A,18,2.07229,4.91625,0.4215184338,5.16,0.9643711503,0.521605
ENSG00000154080,Oran,Oran-A,A,18,4.45218,8.88055,0.5013405701,4.12,0.6012258544,0.421053
ENSG00000141441,Oran,Oran-A,A,18,4.06173,14.5394,0.2793602212,32.1,0.453317757,0.562201
ENSG00000197705,Oran,Oran-A,A,18,3.00468,8.32028,0.3611272698,4.61,0.9239423077,0.704293
ENSG00000101746,Oran,Oran-A,A,18,1.19919,6.23632,0.1922912872,3.48,0.8595028409,0.453917
ENSG00000134769,Oran,Oran-A,A,18,2.00547,5.12758,0.3911143268,227,0.819364489,0.535762
ENSG00000141429,Oran,Oran-A,A,18,5.03382,5.23616,0.9613571778,110,0.5120108696,0.385714
ENSG00000141424,Oran,Oran-A,A,18,3.97733,11.0434,0.3601544814,92.1,0.3236947791,0.385989
ENSG00000134759,Oran,Oran-A,A,18,4.22989,5.16132,0.8195364752,131,0.3883849558,0.375758
ENSG00000075643,Oran,Oran-A,A,18,11.1844,30.5481,0.3661242434,9.07,0.9659201331,0.575275
ENSG00000134775,Oran,Oran-A,A,18,6.98994,28.6727,0.2437838083,103,0.9460106383,0.598619
ENSG00000078142,Oran,Oran-A,A,18,1.00564,12.4078,0.0810490176,57.1,0.386190234,0.388262
ENSG00000132872,Oran,Oran-A,A,18,1.01828,4.06063,0.2507689693,4.64,0.8714988095,0.476526
ENSG00000152217,Oran,Oran-A,A,18,4.05996,27.3006,0.1487132151,34.7,0.4428608787,0.604153
ENSG00000152229,Oran,Oran-A,A,18,4.02286,10.0201,0.4014790272,48.5,0.7039254386,0.527273
ENSG00000167210,Oran,Oran-A,A,18,10.7488,37.1662,0.2892090125,2.88,0.8020631068,0.703466
ENSG00000167216,Oran,Oran-A,A,18,4.05322,7.05991,0.5741178004,25.6,0.4907221665,0.546039
ENSG00000167220,Oran,Oran-A,A,18,2.39137,3.07276,0.7782482198,183,0.3580729167,0.384615
ENSG00000184828,Oran,Oran-A,A,18,1.00909,14.0711,0.0717136542,68.7,0.7919529837,0.84466
ENSG00000134030,Oran,Oran-A,A,18,4.40396,12.2733,0.35882444,58.9,0.6966641679,0.794971
ENSG00000141627,Oran,Oran-A,A,18,4.01786,4.44838,0.9032186998,123,0.1810314685,0.440299
ENSG00000167315,Oran,Oran-A,A,18,1.19815,3.38699,0.3537506754,2130,0.792395073,0.354167
ENSG00000082212,Oran,Oran-A,A,18,2.1586,10.0094,0.2156572822,96.8,0.7758881579,0.322404
ENSG00000091157,Oran,Oran-A,A,18,1.0202,20.2561,0.0503650752,53.4,0.7626258389,0.409671
ENSG00000081923,Oran,Oran-A,A,18,13.6666,17.6507,0.7742809067,26.2,0.7437744459,0.505776
ENSG00000101542,Oran,Oran-A,A,18,2.31048,11.6966,0.1975343262,1.88,0.8665027137,0.659187
ENSG00000197563,Oran,Oran-A,A,18,8.48476,7.41276,1.1446155008,39.4,0.5398215466,0.382319
ENSG00000141655,Oran,Oran-A,A,18,9.48746,10.9868,0.8635326028,4.47,0.8943965517,0.627178
ENSG00000141664,Oran,Oran-A,A,18,13.233,14.0796,0.9398704509,29.1,0.6552575107,0.433185
ENSG00000081913,Oran,Oran-A,A,18,8.04085,21.9765,0.3658840125,27.4,0.637059342,0.580146
ENSG00000141665,Oran,Oran-A,A,18,8.1888,7.55508,1.0838799854,7.55,0.608110687,0.428571
ENSG00000075336,Oran,Oran-A,A,18,4.97113,4.49425,1.1061089169,198,0.6371745419,0.401961
ENSG00000166347,Oran,Oran-A,A,18,2.02402,3.1471,0.6431381272,707,0.8321448468,0.6
ENSG00000187773,Oran,Oran-A,A,18,2.0066,5.6795,0.3533057487,12.7,0.6728238866,0.750958
ENSG00000150656,Oran,Oran-A,A,18,7.08345,13.4574,0.5263609613,68.7,0.7738486842,0.536105
ENSG00000166377,Oran,Oran-A,A,18,10.61,20.6372,0.5141201326,74,0.2385722348,0.601449
ENSG00000131196,Oran,Oran-A,A,18,6.17889,20.6039,0.2998893413,57.4,0.549498048,0.843923
ENSG00000060069,Oran,Oran-A,A,18,16.259,34.9794,0.4648164348,86.8,0.3798295455,0.751627
ENSG00000122490,Oran,Oran-A,A,18,1.54153,8.06504,0.1911373037,411,0.4858846487,0.886029
ENSG00000101546,Oran,Oran-A,A,18,5.45996,9.84803,0.5544215442,95.1,0.258677686,0.641638
ENSG00000099864,Oran,Oran-A,A,19,5.12434,12.7075,0.4032531969,528,0.8490447154,0.831063
ENSG00000180448,Oran,Oran-A,A,19,49.0878,73.8813,0.6644144053,69.7,0.7677431193,0.83363
ENSG00000064932,Oran,Oran-A,A,19,19.6836,51.7621,0.3802705068,243,0.7666887417,0.87199
ENSG00000118046,Oran,Oran-A,A,19,1.00913,8.84096,0.1141425818,480,0.3318791946,0.866051
ENSG00000130005,Oran,Oran-A,A,19,5.04175,4.7622,1.0587018605,620,0.8086021505,0.864322
ENSG00000185761,Oran,Oran-A,A,19,5.11413,7.80122,0.6555551568,5.81,0.9900109409,0.815534
ENSG00000071655,Oran,Oran-A,A,19,6.5951,8.26225,0.7982208236,441,0.4779962547,0.921569
ENSG00000071564,Oran,Oran-A,A,19,12.5565,31.5292,0.3982498763,98.2,0.5087730871,0.770903
ENSG00000104885,Oran,Oran-A,A,19,12.1051,35.338,0.3425519271,54.1,0.409516129,0.809682
ENSG00000005206,Oran,Oran-A,A,19,3.83599,16.0886,0.238429074,139,0.5087686567,0.901176
ENSG00000178297,Oran,Oran-A,A,19,19.7586,33.0364,0.5980857478,4.11,0.4321862348,0.797787
ENSG00000176619,Oran,Oran-A,A,19,2.16174,9.20174,0.2349273072,127,0.3281400966,0.901887
ENSG00000099860,Oran,Oran-A,A,19,1.11396,2.90263,0.3837760927,1550,0.8588709677,0.868852
ENSG00000125910,Oran,Oran-A,A,19,1.01312,6.91857,0.1464348847,5.21,0.8681840684,0.927083
ENSG00000125912,Oran,Oran-A,A,19,1.18023,18.3716,0.0642420911,291,0.2728293413,0.874755
ENSG00000129932,Oran,Oran-A,A,19,4.01764,6.66241,0.6030310353,108,0.5246076233,0.893688
ENSG00000161091,Oran,Oran-A,A,19,4.0465,16.7026,0.2422676709,255,0.578515625,0.899782
ENSG00000186111,Oran,Oran-A,A,19,13.3829,18.8506,0.709945572,142,0.7158261531,0.871841
ENSG00000105289,Oran,Oran-A,A,19,8.80682,26.0731,0.3377741811,13,0.8905354391,0.760532
ENSG00000011132,Oran,Oran-A,A,19,5.09587,17.8396,0.2856493419,267,0.3891656289,0.797178
ENSG00000105229,Oran,Oran-A,A,19,1.3004,19.7576,0.0658177107,78.7,0.6334231651,0.829396
ENSG00000077463,Oran,Oran-A,A,19,3.00773,8.70158,0.3456533181,82,0.3280330882,0.853933
ENSG00000089847,Oran,Oran-A,A,19,10.5653,19.9025,0.5308529079,1.37,0.9470133588,0.723097
ENSG00000196365,Oran,Oran-A,A,19,3.05128,41.0931,0.0742528551,370,0.4369108049,0.841823
ENSG00000141994,Oran,Oran-A,A,19,2.15513,16.4731,0.1308272274,117,0.3987757732,0.834163
ENSG00000031823,Oran,Oran-A,A,19,4.98972,11.0927,0.449820152,458,0.2819894829,0.659612
ENSG00000087903,Oran,Oran-A,A,19,5.0387,9.95626,0.5060836097,28.2,0.4352820212,0.814917
ENSG00000130382,Oran,Oran-A,A,19,3.06067,15.3316,0.1996314801,227,0.5856864654,0.847826
ENSG00000104880,Oran,Oran-A,A,19,17.0873,29.6326,0.576638567,92.2,0.5078813559,0.775269
ENSG00000104883,Oran,Oran-A,A,19,5.0455,6.36203,0.7930644778,50.6,0.7652489627,0.842324
ENSG00000104980,Oran,Oran-A,A,19,4.07144,9.53563,0.4269712646,374,0.5037848606,0.75
ENSG00000099785,Oran,Oran-A,A,19,1.71006,9.5035,0.1799400221,156,0.6920608108,0.765517
ENSG00000133250,Oran,Oran-A,A,19,4.07818,5.21377,0.7821940745,86.9,0.6381521739,0.779104
ENSG00000142347,Oran,Oran-A,A,19,3.35009,26.8559,0.1247431663,27.2,0.9056607419,0.818664
ENSG00000141867,Oran,Oran-A,A,19,2.09171,15.9557,0.1310948438,210,0.3831825658,0.727541
ENSG00000127527,Oran,Oran-A,A,19,3.12708,21.7387,0.1438485282,211,0.4399230769,0.615205
ENSG00000141979,Oran,Oran-A,A,19,1.48015,2.57293,0.5752779905,0.473,0.8672689076,0.541139
ENSG00000085872,Oran,Oran-A,A,19,6.07183,19.5666,0.3103160488,108,0.5426713948,0.81078
ENSG00000127511,Oran,Oran-A,A,19,4.4893,26.5286,0.169224912,136,0.7708906883,0.83536
ENSG00000127533,Oran,Oran-A,A,19,14.7511,16.2432,0.9081400217,0.681,0.6897316846,0.842818
ENSG00000131351,Oran,Oran-A,A,19,6.25689,10.4694,0.5976359677,29.6,0.5664446003,0.594521
ENSG00000099331,Oran,Oran-A,A,19,33.3085,51.0329,0.6526867962,89.2,0.6279245283,0.806567
ENSG00000130304,Oran,Oran-A,A,19,4.78992,23.3653,0.2050014338,148,0.4915570175,0.848297
ENSG00000105643,Oran,Oran-A,A,19,2.6603,3.92525,0.6777402713,75.7,0.3465220789,0.772358
ENSG00000105647,Oran,Oran-A,A,19,2.19126,11.1151,0.1971426258,243,0.7354290429,0.812793
ENSG00000167487,Oran,Oran-A,A,19,8.08662,28.9311,0.27951305,37.4,0.7037176724,0.913333
ENSG00000005007,Oran,Oran-A,A,19,2.01455,15.8589,0.1270296174,273,0.2437106918,0.811069
ENSG00000105669,Oran,Oran-A,A,19,2.06172,14.7138,0.1401215186,1620,0.5750809061,0.857605
ENSG00000064607,Oran,Oran-A,A,19,8.22028,14.0041,0.5869909526,213,0.6008942457,0.54486
ENSG00000105726,Oran,Oran-A,A,19,3.77464,21.4159,0.1762540916,297,0.5281456954,0.833476
ENSG00000166289,Oran,Oran-A,A,19,3.01846,9.82505,0.3072208284,53.9,0.7006797583,0.910714
ENSG00000105173,Oran,Oran-A,A,19,3.0778,5.22826,0.588685337,16.5,0.7070043103,0.53202
ENSG00000198597,Oran,Oran-A,A,19,11.5138,25.212,0.456679359,4.47,0.9079124178,0.787102
ENSG00000121297,Oran,Oran-A,A,19,3.99229,17.2344,0.2316465905,30.5,0.7582142857,0.745318
ENSG00000178904,Oran,Oran-A,A,19,3.6543,8.06515,0.4530975865,16.7,0.4389573071,0.451565
ENSG00000105186,Oran,Oran-A,A,19,11.1111,23.1406,0.4801560893,84,0.1315652626,0.614782
ENSG00000021488,Oran,Oran-A,A,19,5.83847,7.74511,0.753826608,17.5,0.9439268728,0.682377
ENSG00000076650,Oran,Oran-A,A,19,11.4237,18.3209,0.6235337784,43.9,0.2097701149,0.479422
ENSG00000130881,Oran,Oran-A,A,19,9.16099,22.2565,0.4116096421,104,0.850310559,0.820996
ENSG00000124299,Oran,Oran-A,A,19,7.80727,6.01857,1.2971968424,497,0.7778095238,0.80123
ENSG00000166398,Oran,Oran-A,A,19,3.72843,16.7226,0.2229575544,118,0.3583333333,0.608597
ENSG00000126249,Oran,Oran-A,A,19,1.77456,4.20417,0.4220952055,48.9,0.3503577107,0.581006
ENSG00000126261,Oran,Oran-A,A,19,2.12979,8.86974,0.2401186506,183,0.3110561056,0.403125
ENSG00000142279,Oran,Oran-A,A,19,3.15644,14.6331,0.2157054896,325,0.753474359,0.737288
ENSG00000167604,Oran,Oran-A,A,19,3.02219,6.57139,0.4599011777,24.5,0.6032588879,0.715278
ENSG00000126243,Oran,Oran-A,A,19,2.26965,24.3311,0.0932818492,69.6,0.7765818656,0.844
ENSG00000130402,Oran,Oran-A,A,19,7.06566,32.0154,0.2206956652,985,0.5542813456,0.853318
ENSG00000196235,Oran,Oran-A,A,19,4.08114,17.069,0.2390966079,713,0.4177455357,0.72366
ENSG00000011478,Oran,Oran-A,A,19,3.02025,6.5677,0.4598641838,89.1,0.5022163121,0.749347
ENSG00000105486,Oran,Oran-A,A,19,18.2423,30.395,0.6001743708,24.3,0.447902571,0.739083
ENSG00000105053,Oran,Oran-A,A,19,6.80054,6.15308,1.1052253506,179,0.2867816092,0.693267
ENSG00000125772,Oran,Oran-A,A,20,3.01005,8.13083,0.3702020581,180,0.3476909414,0.347697
ENSG00000125885,Oran,Oran-A,A,20,4.10577,13.6485,0.3008220684,33.9,0.6951022605,0.331266
ENSG00000088766,Oran,Oran-A,A,20,2.05,2.09622,0.9779507876,322,0.6484451718,0.516667
ENSG00000101311,Oran,Oran-A,A,20,6.23766,12.6153,0.494451975,6.57,0.9643322476,0.517134
ENSG00000125845,Oran,Oran-A,A,20,2.00726,2.90742,0.690392169,67.6,0.740234375,0.598485
ENSG00000101333,Oran,Oran-A,A,20,3.96252,7.20956,0.5496202265,39.8,0.9278251845,0.433473
ENSG00000101349,Oran,Oran-A,A,20,7.93113,13.0307,0.6086495737,0.888,0.8364183333,0.634
ENSG00000132623,Oran,Oran-A,A,20,5.77537,12.8918,0.4479878683,9.07,0.8598806424,0.396825
ENSG00000132639,Oran,Oran-A,A,20,11.3252,8.27912,1.3679231609,31.2,0.7797317276,0.541063
ENSG00000125863,Oran,Oran-A,A,20,6.87604,5.99851,1.146291329,409,0.3660295104,0.401051
ENSG00000172296,Oran,Oran-A,A,20,2.97678,7.41192,0.4016206327,13.3,0.6754469987,0.479129
ENSG00000101247,Oran,Oran-A,A,20,4.05452,6.54705,0.6192896037,180,0.3061616162,0.413295
ENSG00000125864,Oran,Oran-A,A,20,6.29296,10.8449,0.5802690666,3.46,0.8621182266,0.630631
ENSG00000125844,Oran,Oran-A,A,20,4.84368,30.0429,0.1612254476,371,0.8048032407,0.739175
ENSG00000125850,Oran,Oran-A,A,20,1.02077,4.21752,0.2420308617,7.82,0.7376110124,0.8125
ENSG00000149474,Oran,Oran-A,A,20,2.00208,2.04062,0.9811135831,151,0.3049033149,0.49553
ENSG00000089091,Oran,Oran-A,A,20,10.3879,5.24571,1.9802657791,28.3,0.6518037238,0.533929
ENSG00000132669,Oran,Oran-A,A,20,6.121,12.0442,0.5082114213,115,0.5912318841,0.695652
ENSG00000188559,Oran,Oran-A,A,20,8.11025,25.4322,0.3188969102,46.8,0.4689849624,0.494666
ENSG00000088930,Oran,Oran-A,A,20,2.09029,11.3849,0.183601964,114,0.3780367232,0.375789
ENSG00000197586,Oran,Oran-A,A,20,4.53889,5.35295,0.8479231078,122,0.703357438,0.679121
ENSG00000100997,Oran,Oran-A,A,20,3.91854,6.59938,0.5937739606,374,0.7340827338,0.634021
ENSG00000088812,Oran,Oran-A,A,20,4.66302,15.6264,0.2984065428,77.7,0.4905315615,0.534535
ENSG00000125877,Oran,Oran-A,A,20,2.02334,4.32332,0.4680060694,165,0.4942481884,0.723958
ENSG00000198171,Oran,Oran-A,A,20,1.03498,4.09082,0.2530006209,895,0.2276412776,0.736508
ENSG00000088899,Oran,Oran-A,A,20,1.06261,8.60026,0.1235555669,260,0.895951087,0.794788
ENSG00000132670,Oran,Oran-A,A,20,4.87187,4.02635,1.2099966471,347,0.7172727273,0.590164
ENSG00000215305,Oran,Oran-A,A,20,2.00143,7.00114,0.2858720151,120,0.2743181818,0.684148
ENSG00000101294,Oran,Oran-A,A,20,16.4267,22.8687,0.7183049321,375,0.7520897833,0.725333
ENSG00000088325,Oran,Oran-A,A,20,9.21351,8.15955,1.129168888,15,0.8042809643,0.452703
ENSG00000088356,Oran,Oran-A,A,20,2.00867,3.08628,0.65083855,180,0.3163841808,0.619403
ENSG00000101346,Oran,Oran-A,A,20,3.9897,4.53662,0.879443286,52.4,0.5358954845,0.732648
ENSG00000088305,Oran,Oran-A,A,20,2.12174,8.46654,0.2506029618,12.4,0.5381138393,0.684848
ENSG00000078699,Oran,Oran-A,A,20,3.21867,13.1421,0.2449129135,43.1,0.3572202166,0.527938
ENSG00000125967,Oran,Oran-A,A,20,4.39973,5.21327,0.8439482321,227,0.5925790754,0.789916
ENSG00000078747,Oran,Oran-A,A,20,3.09274,6.67908,0.4630488031,80.6,0.3263541667,0.347772
ENSG00000101464,Oran,Oran-A,A,20,1.02171,6.13876,0.1664358926,76.1,0.3713308785,0.616972
ENSG00000088298,Oran,Oran-A,A,20,5.45134,15.3134,0.3559849544,52.6,0.586547619,0.648438
ENSG00000131043,Oran,Oran-A,A,20,1.00688,4.86415,0.2070001953,119,0.4255335366,0.74026
ENSG00000101342,Oran,Oran-A,A,20,2.037,4.06063,0.5016462963,4.7,0.9467342203,0.714953
ENSG00000132792,Oran,Oran-A,A,20,1.00888,7.6823,0.1313252542,392,0.2505081301,0.618794
ENSG00000198959,Oran,Oran-A,A,20,6.43172,10.6522,0.6037926438,304,0.6923112768,0.814599
ENSG00000170471,Oran,Oran-A,A,20,1.13517,19.7327,0.0575273531,63.6,0.2658984831,0.416435
ENSG00000101447,Oran,Oran-A,A,20,10.8274,7.60875,1.4230195499,1.9,0.6873951342,0.652991
ENSG00000101452,Oran,Oran-A,A,20,9.04979,18.2735,0.4952411963,51.6,0.2473360656,0.485106
ENSG00000198900,Oran,Oran-A,A,20,6.05838,15.469,0.3916465188,241,0.3583676269,0.490885
ENSG00000124181,Oran,Oran-A,A,20,3.79507,17.7931,0.2132888592,188,0.5244230769,0.734597
ENSG00000174306,Oran,Oran-A,A,20,6.48115,13.7686,0.4707196084,101,0.1575657895,0.602926
ENSG00000124177,Oran,Oran-A,A,20,8.1701,32.6353,0.2503454848,53.1,0.2558746736,0.543414
ENSG00000101057,Oran,Oran-A,A,20,7.1799,15.3219,0.4686037632,93.8,0.489,0.745588
ENSG00000124191,Oran,Oran-A,A,20,2.03792,10.6211,0.1918746646,39.2,0.7965614952,0.747573
ENSG00000124120,Oran,Oran-A,A,20,1.02958,6.08799,0.1691165721,52.2,0.89505,0.570175
ENSG00000132824,Oran,Oran-A,A,20,1.03431,5.05927,0.204438585,491,0.5452949438,0.542194
ENSG00000101104,Oran,Oran-A,A,20,2.35463,11.8728,0.1983213732,2.11,0.864047619,0.746732
ENSG00000124145,Oran,Oran-A,A,20,1.0998,4.23254,0.2598439708,383,0.8461472275,0.681818
ENSG00000124251,Oran,Oran-A,A,20,5.26313,4.66332,1.1286229553,4.85,0.6880211864,0.637931
ENSG00000158296,Oran,Oran-A,A,20,5.08109,15.5292,0.3271958633,18.4,0.994322479,0.777778
ENSG00000197496,Oran,Oran-A,A,20,8.05809,13.8303,0.5826402898,11.5,0.9139615019,0.72067
ENSG00000124126,Oran,Oran-A,A,20,12.8247,31.5947,0.4059130171,102,0.6827281192,0.810145
ENSG00000124198,Oran,Oran-A,A,20,4.04478,20.7288,0.1951285168,75.8,0.1730878995,0.540341
ENSG00000124214,Oran,Oran-A,A,20,2.00473,3.1394,0.6385710645,353,0.3868515206,0.499133
ENSG00000124228,Oran,Oran-A,A,20,7.07014,14.7768,0.478462184,186,0.2381422925,0.636595
ENSG00000124201,Oran,Oran-A,A,20,9.10371,23.9492,0.3801258497,81.5,0.4173584906,0.604938
ENSG00000124226,Oran,Oran-A,A,20,1.56257,5.3293,0.2932036102,401,0.4357894737,0.628821
ENSG00000196396,Oran,Oran-A,A,20,2.06552,6.02432,0.3428635929,143,0.4165803109,0.611494
ENSG00000101126,Oran,Oran-A,A,20,1.01884,9.58445,0.1063013527,164,0.4431818182,0.415231
ENSG00000171940,Oran,Oran-A,A,20,8.69153,23.9491,0.3629167693,28.4,0.7137382947,0.489952
ENSG00000064787,Oran,Oran-A,A,20,4.84783,7.84719,0.6177791031,11.6,0.8506163793,0.504521
ENSG00000101134,Oran,Oran-A,A,20,1.04336,5.89089,0.1771141542,115,0.7095159151,0.575646
ENSG00000124098,Oran,Oran-A,A,20,5.07048,7.31592,0.6930748286,292,0.5868395303,0.659686
ENSG00000087589,Oran,Oran-A,A,20,14.6884,14.476,1.0146725615,0.929,0.7779824561,0.598978
ENSG00000124253,Oran,Oran-A,A,20,2.01894,11.2237,0.1798818571,11.8,0.8423280944,0.704655
ENSG00000124225,Oran,Oran-A,A,20,1.0124,5.37804,0.1882470194,166,0.5742816092,0.832669
ENSG00000124222,Oran,Oran-A,A,20,3.96719,7.32762,0.5414022561,268,0.4467455621,0.570552
ENSG00000101158,Oran,Oran-A,A,20,39.929,56.4001,0.7079597377,163,0.3381806931,0.607843
ENSG00000101162,Oran,Oran-A,A,20,2.05692,9.76153,0.2107169675,6.99,0.6700021177,0.707965
ENSG00000087495,Oran,Oran-A,A,20,5.06403,6.49109,0.7801509454,21.1,0.7607489775,0.6171
ENSG00000132825,Oran,Oran-A,A,20,3.01105,7.82904,0.3846001553,25.6,0.3044670846,0.87291
ENSG00000179242,Oran,Oran-A,A,20,13.7237,44.298,0.3098040544,11.8,0.8360178571,0.799304
ENSG00000101181,Oran,Oran-A,A,20,10.7244,13.7466,0.7801492733,133,0.3747512438,0.716749
ENSG00000130703,Oran,Oran-A,A,20,2.00762,4.40917,0.4553283271,249,0.3084170854,0.697917
ENSG00000149679,Oran,Oran-A,A,20,2.01074,5.41997,0.3709872933,26,0.5147569444,0.745098
ENSG00000101187,Oran,Oran-A,A,20,11.9717,28.5854,0.4188047045,221,0.463090796,0.797994
ENSG00000101190,Oran,Oran-A,A,20,4.94142,5.05084,0.9783362767,49.4,0.5121670082,0.43007
ENSG00000101194,Oran,Oran-A,A,20,4.54786,4.12548,1.1023832378,24.3,0.5077213616,0.829837
ENSG00000101198,Oran,Oran-A,A,20,1.35712,3.31769,0.4090556984,25,0.9553010033,0.79397
ENSG00000101216,Oran,Oran-A,A,20,1.51434,8.8943,0.1702596045,75,0.3030181624,0.79661
ENSG00000197114,Oran,Oran-A,A,20,7.08013,10.2802,0.6887152001,293,0.6036911555,0.778443
ENSG00000130584,Oran,Oran-A,A,20,4.03366,14.7479,0.2735074146,41.6,0.7196969697,0.831058
ENSG00000101161,Oran,Oran-A,A,20,6.09877,24.1181,0.2528710802,627,0.1866295265,0.672689
ENSG00000155307,Oran,Oran-A,A,21,17.7515,19.6924,0.9014391339,9.61,0.8980548187,0.427807
ENSG00000155313,Oran,Oran-A,A,21,3.00787,11.5444,0.2605479713,122,0.5458128079,0.348555
ENSG00000154642,Oran,Oran-A,A,21,2.02361,3.09375,0.6540961616,24.2,0.518599493,0.392617
ENSG00000154654,Oran,Oran-A,A,21,2.37514,19.5635,0.1214067013,2.91,0.9319186047,0.359146
ENSG00000154736,Oran,Oran-A,A,21,3.04716,11.5008,0.2649520033,16.6,0.6049882629,0.659091
ENSG00000156273,Oran,Oran-A,A,21,8.18766,9.36399,0.8743772687,44.3,0.6844428008,0.397558
ENSG00000156299,Oran,Oran-A,A,21,7.04564,20.0414,0.3515542826,34,0.9510190972,0.634422
ENSG00000156304,Oran,Oran-A,A,21,2.96983,10.4485,0.2842350577,66.3,0.1995192308,0.358907
